transcription,duration,up_votes,down_votes,age,gender,accent,transcription_original,transcription_clean,word_count,char_count,pitch_mean,energy_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Gözlerim yanıyordu.,1.296,2,1,thirties,male_masculine,unknown,Gözlerim yanıyordu.,gözlerim yanıyordu,2,18,199.1347461752826,0.057784244,0.037816097861842105,-263.9828,115.870056,-14.4963455,58.64398,-9.602109,-8.927992,-4.0835204,-14.591346,-0.28232038,1.4727322,-6.3080716,3.4537466,-12.760902
Başımı kaldırınca gözlerinden şakaklarına doğru yaşlar sızdığını gördüm.,3.78,2,1,thirties,male_masculine,unknown,Başımı kaldırınca gözlerinden şakaklarına doğru yaşlar sızdığını gördüm.,başımı kaldırınca gözlerinden şakaklarına doğru yaşlar sızdığını gördüm,8,71,203.5727857343102,0.038367316,0.12010876885775862,-278.23975,91.163925,7.106227,30.491102,-24.446993,12.429468,-18.32285,-21.287205,5.81181,6.4629807,-9.052818,8.204633,-22.134825
Nihayet gayet sakin bir sesle.,2.196,2,0,thirties,male_masculine,unknown,Nihayet gayet sakin bir sesle.,nihayet gayet sakin bir sesle,5,29,221.25625390340724,0.03185918,0.13887162642045456,-316.64612,71.75615,8.055605,31.407234,-15.8799715,7.469626,-17.278831,-5.9900784,3.6752915,12.063662,-14.557434,2.3176064,-4.8833475
"Bu iş bana, içimden bir şey vermek gibi gelmiyordu.",3.276,2,0,thirties,male_masculine,unknown,"Bu iş bana, içimden bir şey vermek gibi gelmiyordu.",bu iş bana içimden bir şey vermek gibi gelmiyordu,9,49,213.92908221770307,0.03975983,0.08176535426980198,-320.3451,87.715904,-1.7331257,49.49,-20.281576,4.223719,-4.3518724,-10.524625,-2.4454026,10.747574,-2.5847676,-7.5853906,-4.873778
"Yüzünde insanı hayret, hatta hiddete sevk eden o sarsılmaz sükûn vardı.",5.472,2,0,thirties,male_masculine,unknown,"Yüzünde insanı hayret, hatta hiddete sevk eden o sarsılmaz sükûn vardı.",yüzünde insanı hayret hatta hiddete sevk eden o sarsılmaz sükn vardı,11,68,189.6900922490153,0.034914568,0.13722725591715976,-327.88712,86.266884,7.3488545,31.537703,-18.578619,8.328075,-9.885927,0.047827728,-5.0938473,15.385708,-2.9979675,2.256916,-3.939399
Daha hızlı nefes alıyordu.,1.584,2,0,thirties,male_masculine,unknown,Daha hızlı nefes alıyordu.,daha hızlı nefes alıyordu,4,25,195.81498320939437,0.040813603,0.07652509973404255,-296.2095,111.7518,14.66403,19.756218,-26.513714,22.75948,-15.101933,-12.053722,-9.578824,23.079245,-3.312253,-6.541131,-0.6553746
Gitmeyeyim mi?,1.188,2,0,thirties,male_masculine,unknown,Gitmeyeyim mi?,gitmeyeyim mi,2,13,201.6653284999783,0.04580309,0.02642299107142857,-332.23492,107.83566,9.501897,70.110306,-4.0552783,-12.200093,3.1643589,-4.037602,1.8111593,-2.513416,4.805781,-6.8185163,-3.196304
İşsiz zamanımda kendisine müracaat etmeyişim de hemen hemen bunun içindi.,4.104,2,0,thirties,male_masculine,unknown,İşsiz zamanımda kendisine müracaat etmeyişim de hemen hemen bunun içindi.,işsiz zamanımda kendisine müracaat etmeyişim de hemen hemen bunun içindi,10,72,194.63175635630247,0.037916016,0.11220005580357142,-311.53833,96.24652,5.535701,37.19611,-19.054953,10.832664,-19.49013,-13.138957,7.246557,17.019758,-24.71756,9.506377,-10.464341
Bir müddet bekledikten sonra devam ettim.,2.376,2,0,thirties,male_masculine,unknown,Bir müddet bekledikten sonra devam ettim.,bir müddet bekledikten sonra devam ettim,6,40,204.42368969524082,0.028974066,0.05278184678819445,-367.25247,106.03986,13.312368,49.72818,-9.149565,10.365099,-7.781779,-11.218748,-3.1333537,15.99341,-18.123413,6.143216,-11.256038
Onun gözlerinden gülümsemeye benzer bir şeyin geçtiğini gördüm.,3.276,2,0,thirties,male_masculine,unknown,Onun gözlerinden gülümsemeye benzer bir şeyin geçtiğini gördüm.,onun gözlerinden gülümsemeye benzer bir şeyin geçtiğini gördüm,8,62,198.78713718348197,0.0333172,0.0934212561881188,-344.86127,94.20324,14.132978,55.399727,-3.7120173,5.1085453,-27.907679,-7.2896366,13.974012,-9.471511,-12.74133,7.201211,-13.418272
"Tek çizgili sahifelerde, iri ve intizamsız harfler, gayet acele yazıldığı belli satırlar vardı.",6.084,2,1,thirties,male_masculine,unknown,"Tek çizgili sahifelerde, iri ve intizamsız harfler, gayet acele yazıldığı belli satırlar vardı.",tek çizgili sahifelerde iri ve intizamsız harfler gayet acele yazıldığı belli satırlar vardı,13,92,206.36415181579386,0.023269266,0.11414872839095745,-376.59064,80.6146,10.386032,34.480335,-10.158781,15.275316,-32.264065,-0.6403549,5.844371,6.23388,-13.711369,3.3983567,-8.581673
Çaresizlikten gözlerimin yaşardığım fark ettim.,2.88,2,0,thirties,male_masculine,unknown,Çaresizlikten gözlerimin yaşardığım fark ettim.,çaresizlikten gözlerimin yaşardığım fark ettim,5,46,203.8518851839045,0.042839788,0.07212690873579546,-289.47275,97.7035,-0.13150805,47.356632,-14.8534155,2.821909,-14.709165,-10.9134,-6.406183,16.403234,-14.100308,0.75897807,-7.872472
Zeytinlikler para etmiyordu.,1.872,2,0,thirties,male_masculine,unknown,Zeytinlikler para etmiyordu.,zeytinlikler para etmiyordu,3,27,186.19144493646888,0.027901247,0.07696854440789473,-359.52737,99.76522,9.091842,37.969242,-3.7016006,8.95621,-19.291195,-3.5253966,9.6850605,6.4144287,-9.629446,8.630737,-8.9163475
"Başka bir yere taşındıysanız, haber verin de polise bildirelim.",3.672,2,0,thirties,male_masculine,unknown,"Başka bir yere taşındıysanız, haber verin de polise bildirelim.",başka bir yere taşındıysanız haber verin de polise bildirelim,9,61,205.38735825445033,0.03622773,0.12060546875,-322.7922,88.61043,4.726897,27.519714,-11.146889,21.80517,-25.335577,-18.59977,20.91914,2.539821,-17.861862,6.36162,-3.7044246
"Orada, gözün içinde ne varsa hepsini getir!",3.096,2,1,thirties,male_masculine,unknown,"Orada, gözün içinde ne varsa hepsini getir!",orada gözün içinde ne varsa hepsini getir,7,41,202.59112594299287,0.041417703,0.1447286402925532,-331.46756,69.52478,14.9798,32.706707,-17.309362,5.443704,-7.8266387,3.538627,-6.814932,14.497314,-1.5569013,-0.4052797,-6.8498354
Biraz evvel uykuya daldı.,1.692,2,0,thirties,male_masculine,unknown,Biraz evvel uykuya daldı.,biraz evvel uykuya daldı,4,24,186.29443985977295,0.040081836,0.0414273131127451,-318.28857,130.21098,-1.0566604,37.842083,-9.983968,11.513676,-16.108223,-25.47011,29.381819,-6.0570793,-6.855826,7.38531,-2.7648623
"Yoksa çoktan çergiyi toplar, başka yere göçerdim.",3.384,2,0,thirties,male_masculine,unknown,"Yoksa çoktan çergiyi toplar, başka yere göçerdim.",yoksa çoktan çergiyi toplar başka yere göçerdim,7,47,201.14261790537046,0.026653541,0.0939190204326923,-354.08615,83.96351,7.8733478,39.26505,-16.5831,11.896994,-4.2271123,-9.722513,2.7892814,10.612969,-13.368651,1.0767088,-11.596715
Sualinin hakiki manasını anlamış ve dehşete düşmüştüm.,3.384,2,0,thirties,male_masculine,unknown,Sualinin hakiki manasını anlamış ve dehşete düşmüştüm.,sualinin hakiki manasını anlamış ve dehşete düşmüştüm,7,53,200.76696353250588,0.035404827,0.13643235426682693,-305.69794,82.13406,11.750718,45.313713,-18.113289,7.8323693,-10.657342,-3.1001718,-7.192258,12.795417,-16.667707,1.8709946,-9.661056
"Evvela alttakileri açtım; biri bomboştu, ötekinde birtakım kâğıtlar ve tercüme müsveddeleri vardı.",6.984,2,0,thirties,male_masculine,unknown,"Evvela alttakileri açtım; biri bomboştu, ötekinde birtakım kâğıtlar ve tercüme müsveddeleri vardı.",evvela alttakileri açtım biri bomboştu ötekinde birtakım kğıtlar ve tercüme müsveddeleri vardı,12,94,191.57939770405372,0.019658659,0.10272668909143519,-398.00766,88.29315,7.0466723,39.343235,-9.538624,17.363754,-15.915965,-11.308478,11.095805,5.8788424,-13.534609,-1.7213702,-2.893893
"Yalnız karşı taraftaki evin kapısı aralandı, uyku sersemi bir hizmetçi.",4.392,2,0,thirties,male_masculine,unknown,"Yalnız karşı taraftaki evin kapısı aralandı, uyku sersemi bir hizmetçi.",yalnız karşı taraftaki evin kapısı aralandı uyku sersemi bir hizmetçi,10,69,189.31098491949135,0.024231784,0.10477068865740741,-380.01666,75.30893,19.851212,32.193104,-11.28577,13.96486,-11.898564,-4.233363,6.412218,7.1748543,-11.779737,2.982275,-8.922578
Odayı terk ettim.,1.08,2,1,thirties,male_masculine,unknown,Odayı terk ettim.,odayı terk ettim,3,16,217.25733494657115,0.04765016,0.03692626953125,-296.85187,97.12443,13.958694,47.91523,-13.808125,8.6257515,-12.308498,-5.175674,-1.2875915,13.732373,-8.191936,3.862813,-8.474011
Bütün vücudumun tarifi imkânsız bir heyecanla titremeye başladığını hissettim.,4.284,2,0,thirties,male_masculine,unknown,Bütün vücudumun tarifi imkânsız bir heyecanla titremeye başladığını hissettim.,bütün vücudumun tarifi imknsız bir heyecanla titremeye başladığını hissettim,9,76,203.89976682016282,0.040911656,0.14870383522727273,-284.00723,84.00243,9.392893,35.519352,-13.127843,6.760566,-12.627723,-15.7643175,7.502445,7.851865,-17.62902,3.7368252,-16.883116
Her şeyi anlamıştım.,1.404,2,0,thirties,male_masculine,unknown,Her şeyi anlamıştım.,her şeyi anlamıştım,3,19,182.85816215273812,0.034646954,0.07707698170731707,-321.00803,81.913994,-8.85067,54.65448,-19.145966,16.763437,-3.0308676,5.1133738,8.336635,16.463892,-11.330822,7.1671023,-9.528876
Babanız neciydi?,1.08,2,0,thirties,male_masculine,unknown,Babanız neciydi?,babanız neciydi,2,15,221.63780078829953,0.050390095,0.0596771240234375,-294.89478,87.83208,24.15502,40.712166,-20.813625,10.388654,0.83429825,-11.368249,14.842382,5.082882,-10.448354,9.994724,-16.93756
Bu resmi pek mi merak ettiniz?,1.98,2,0,thirties,male_masculine,unknown,Bu resmi pek mi merak ettiniz?,bu resmi pek mi merak ettiniz,6,29,194.98359139450528,0.036700923,0.13981119791666666,-315.53,88.46014,8.623956,33.673042,-5.901297,10.284301,-18.816286,3.0234182,9.26013,-3.977019,-11.929427,2.42733,-10.557559
Akşamüzeri evine uğradığım zaman kapıyı karısı Mihriye hanım açtı.,3.6,2,0,thirties,male_masculine,unknown,Akşamüzeri evine uğradığım zaman kapıyı karısı Mihriye hanım açtı.,akşamüzeri evine uğradığım zaman kapıyı karısı mihriye hanım açtı,9,65,204.99401332001392,0.044512786,0.1030362215909091,-279.0299,89.98334,8.351001,33.713936,-18.614132,8.126915,-14.637412,-19.272154,12.584708,3.7260718,-10.861276,3.6967876,-14.933512
Hatta bu suali uzun zamandan beri beklemekte olduğumu fark ettim.,3.78,2,0,thirties,male_masculine,unknown,Hatta bu suali uzun zamandan beri beklemekte olduğumu fark ettim.,hatta bu suali uzun zamandan beri beklemekte olduğumu fark ettim,10,64,200.68873042354278,0.02780948,0.0575372103987069,-372.70123,122.3693,-2.4010806,27.549593,-20.565886,23.247171,-12.252371,-9.805083,5.494996,-4.067577,-4.4677587,-4.012938,-4.1959567
Burada çergilemek hiç de fena değildi.,2.376,2,0,thirties,male_masculine,unknown,Burada çergilemek hiç de fena değildi.,burada çergilemek hiç de fena değildi,6,37,212.6255045896214,0.038760435,0.08349609375,-302.8681,83.39242,8.278125,46.498257,-21.890343,8.527988,-20.811886,-6.7224364,15.681438,3.3750262,-13.143127,6.4850864,-6.4382815
Büyük salonun kapıya yakın bir duvarının önünde birdenbire durdum.,3.384,2,0,thirties,male_masculine,unknown,Büyük salonun kapıya yakın bir duvarının önünde birdenbire durdum.,büyük salonun kapıya yakın bir duvarının önünde birdenbire durdum,9,65,198.95273190914256,0.03966715,0.052339993990384616,-312.0509,118.00667,-5.544781,40.63299,-12.154794,13.503386,-16.813084,-21.993692,17.843582,-6.770508,-8.779251,0.62141,-11.1987
"Ağır ağır, hafızamı toplamak için ara sıra duraklayarak, başladım.",4.284,2,0,thirties,male_masculine,unknown,"Ağır ağır, hafızamı toplamak için ara sıra duraklayarak, başladım.",ağır ağır hafızamı toplamak için ara sıra duraklayarak başladım,9,63,226.1345517983548,0.02590932,0.10477701822916667,-364.016,89.1856,6.5440764,13.774074,-11.613335,23.388514,-24.289106,-0.7267121,7.9109035,4.5036173,-5.442545,4.925971,-15.4604645
Bir şey okuyayım mı?,1.188,2,0,thirties,male_masculine,unknown,Bir şey okuyayım mı?,bir şey okuyayım mı,4,19,210.768102956151,0.046830226,0.054868861607142855,-282.58154,99.603935,-12.282804,60.185303,-6.8903527,3.6328676,-18.117264,-14.590116,15.990169,-6.795332,-4.9186482,4.683241,-11.547757
"Biz Ankara'ya gelmedik, Ankara'dan geçiyoruz.",3.168,2,0,thirties,male_masculine,unknown,"Biz Ankara'ya gelmedik, Ankara'dan geçiyoruz.",biz ankaraya gelmedik ankaradan geçiyoruz,5,41,187.48758968161906,0.023350656,0.12889618234536082,-359.02884,67.885635,4.5498447,29.480871,-9.387718,15.105689,-16.33996,-2.0603878,10.3686905,6.884669,-8.723352,10.546576,-13.162989
Vücuduma garip bir uyuşukluk yayıldı.,2.088,2,0,thirties,male_masculine,unknown,Vücuduma garip bir uyuşukluk yayıldı.,vücuduma garip bir uyuşukluk yayıldı,5,36,195.85366187179525,0.038364533,0.07127356150793651,-302.1656,91.19482,-2.2025983,54.455345,-6.1088448,-1.0483166,-8.139439,-14.690811,0.59850943,7.6718025,-0.3195819,-1.9480788,-10.776166
Fakat artık buna hayret etmiyordum.,2.196,2,0,thirties,male_masculine,unknown,Fakat artık buna hayret etmiyordum.,fakat artık buna hayret etmiyordum,5,34,216.21067921341182,0.047110755,0.046549479166666664,-289.99997,105.548836,-11.49836,31.746353,-14.221806,5.568672,-12.255509,1.0828542,0.55105335,5.3234468,-0.7675875,-1.6823912,-9.128058
Fakat fazla bir şey olamam.,1.476,2,0,thirties,male_masculine,unknown,Fakat fazla bir şey olamam.,fakat fazla bir şey olamam,5,26,206.20140466460577,0.052576657,0.07100053267045454,-242.17686,105.011665,-11.702027,36.091175,-27.97945,11.607898,-17.620323,4.6986923,-2.7933936,11.726252,-0.74053025,5.464912,-12.212243
"Hikâye bittikten sonra, Maria uzun müddet gözlerini kapayarak sustu.",4.5,2,0,thirties,male_masculine,unknown,"Hikâye bittikten sonra, Maria uzun müddet gözlerini kapayarak sustu.",hikye bittikten sonra maria uzun müddet gözlerini kapayarak sustu,9,65,218.6477873024205,0.035847317,0.10719542572463768,-317.43176,82.05174,-8.359874,37.058147,-15.457275,-0.1363625,-9.411926,-7.2714014,0.49472278,7.2478433,-2.688201,-3.8742065,-8.167569
Çalgıcılarımız yarım gün uzaktaki köylerden bile düğüne çağırmıyorlardı.,3.78,2,0,thirties,male_masculine,unknown,Çalgıcılarımız yarım gün uzaktaki köylerden bile düğüne çağırmıyorlardı.,çalgıcılarımız yarım gün uzaktaki köylerden bile düğüne çağırmıyorlardı,8,71,205.66546359707445,0.05761118,0.09741631869612069,-241.31221,92.64446,-9.267629,42.73266,-13.765787,-0.93336123,-19.196703,-14.139729,1.0553386,2.5423129,-1.3021072,-1.3512658,-14.214114
Perdelerin arasından pek az bir ışık sızıyordu.,2.88,2,0,thirties,male_masculine,unknown,Perdelerin arasından pek az bir ışık sızıyordu.,perdelerin arasından pek az bir ışık sızıyordu,7,46,206.8421471438257,0.05053061,0.1396206942471591,-249.31099,85.35812,-4.656562,33.173813,-8.703004,8.897541,-22.569033,-7.2375154,-6.756983,10.673385,-5.989104,2.6779,-14.422
Fakat sükûnetimi bozmamaya çalıştı.,1.98,2,0,thirties,male_masculine,unknown,Fakat sükûnetimi bozmamaya çalıştı.,fakat süknetimi bozmamaya çalıştı,4,33,222.8730208669023,0.048894193,0.12716471354166667,-261.35355,66.48271,-8.432554,30.913584,-20.177595,7.726205,-18.51077,-2.4240508,2.8376265,7.51542,-4.147229,5.53521,-11.0771475
Halk şimdiden sarhoş olmuşa benziyordu.,2.304,2,0,thirties,male_masculine,unknown,Halk şimdiden sarhoş olmuşa benziyordu.,halk şimdiden sarhoş olmuşa benziyordu,5,38,217.72190602582222,0.0500514,0.09442227128623189,-264.9269,82.5998,1.0169618,33.347656,-16.784994,9.606163,-14.043216,-3.622733,-1.686514,7.3725314,-3.346577,1.070171,-9.59495
Onun ellerini yakalayarak.,1.476,2,0,thirties,male_masculine,unknown,Onun ellerini yakalayarak.,onun ellerini yakalayarak,3,25,184.44998150712496,0.052783992,0.07033469460227272,-241.14058,94.505104,-16.570711,51.89714,-8.027979,-5.591393,-19.974953,-4.2469788,14.028919,2.3257482,3.6736734,2.4669075,-9.093501
"Ona birçok şeyler, şimdiye kadar hiç kimseye, hatta kendime bile söylemediğim şeyler anlatacaktım.",6.192,2,1,thirties,male_masculine,unknown,"Ona birçok şeyler, şimdiye kadar hiç kimseye, hatta kendime bile söylemediğim şeyler anlatacaktım.",ona birçok şeyler şimdiye kadar hiç kimseye hatta kendime bile söylemediğim şeyler anlatacaktım,13,95,191.91255254834934,0.024642179,0.13401658622382198,-360.80817,76.45242,0.67101574,35.126984,0.4765411,9.340925,-38.877285,11.947946,0.5925738,0.09650201,-0.6844261,0.3772989,-14.392596
Yirmi dört yaşında olduğum halde başımdan hiçbir kadın macerası geçmemişti.,3.996,2,0,thirties,male_masculine,unknown,Yirmi dört yaşında olduğum halde başımdan hiçbir kadın macerası geçmemişti.,yirmi dört yaşında olduğum halde başımdan hiçbir kadın macerası geçmemişti,10,74,201.7291320677865,0.02682465,0.1030153368340164,-331.2804,107.524734,-18.016922,37.211773,-4.4894786,-18.443253,-7.658522,0.16594996,-9.383688,2.6217263,-10.745748,3.5379713,-6.632261
"Korkmayın, zannettiğiniz gibi değil.",2.304,2,0,thirties,male_masculine,unknown,"Korkmayın, zannettiğiniz gibi değil.",korkmayın zannettiğiniz gibi değil,4,34,229.60504631551694,0.028898178,0.06279721467391304,-394.67792,110.364334,-3.3040104,35.16819,13.105081,-22.077051,-7.4605837,10.763967,-3.5128784,-4.2113957,-2.215698,1.3226497,-5.2868
"Evet, aradığımı bulamayacağım.",2.376,2,0,thirties,male_masculine,unknown,"Evet, aradığımı bulamayacağım.",evet aradığımı bulamayacağım,3,28,247.72352536909733,0.026111921,0.037177191840277776,-410.59473,100.25926,-12.310009,11.662266,2.7466266,-3.805409,-5.4696836,15.47365,-2.6400673,7.4095764,-0.6966061,4.714817,0.4077895
"Fakat ne yüzünü görmüş, ne ismini biliyor.",2.772,2,0,thirties,male_masculine,unknown,"Fakat ne yüzünü görmüş, ne ismini biliyor.",fakat ne yüzünü görmüş ne ismini biliyor,7,40,199.63484334919258,0.030231504,0.10857651654411765,-348.40295,90.00038,2.4226055,38.496796,-3.0840392,-5.165937,-18.401403,2.8519123,16.45175,-13.061575,-10.520672,2.9470227,-13.232251
Yoksa hiç uyumadı mı?,1.296,2,0,thirties,male_masculine,unknown,Yoksa hiç uyumadı mı?,yoksa hiç uyumadı mı,4,20,203.97545362274943,0.042967,0.058195415296052634,-279.89493,107.59974,1.6478846,27.482952,-3.784242,-2.505681,-15.831785,-5.1757073,8.110956,-13.710815,-0.4578515,8.525267,-23.927526
Başını iki elimle birden yakaladım ve kolumun üzerine yatırdım.,4.392,2,0,thirties,male_masculine,unknown,Başını iki elimle birden yakaladım ve kolumun üzerine yatırdım.,başını iki elimle birden yakaladım ve kolumun üzerine yatırdım,9,62,197.03085670035762,0.05413249,0.05407262731481482,-318.77402,109.88715,12.096394,50.130745,-19.271852,1.2293584,-11.61718,-7.5608454,4.4748526,-0.36553764,-8.110539,6.5778127,-10.625405
Ve bir kurşun atımı ötede beyaz minaresiyle bir köy görünüyordu.,4.176,2,0,thirties,male_masculine,unknown,Ve bir kurşun atımı ötede beyaz minaresiyle bir köy görünüyordu.,ve bir kurşun atımı ötede beyaz minaresiyle bir köy görünüyordu,10,63,193.39985404955536,0.06885623,0.0768569828003876,-268.4565,114.30455,6.331195,56.29394,-16.192606,-7.2751713,-13.328708,-11.495628,0.86409605,-4.5865397,-5.2988205,4.276764,-12.84821
